,Movie Title,Total Gross,Release Date,Production Company,Year
724,Milford Graves Full Mantis,"$26,566",Jul 13,"The Cinema Guild

",2018
725,Belle de Jour2017 Re-release,"$26,331",Mar 23,"Janus Films

",2018
726,The Misandrists,"$26,123",May 25,-,2018
727,Ridge Runners,"$26,019",Jan 19,"Indican Pictures

",2018
728,Jet Trash2018 Re-release,"$26,002",Apr 27,"Indican Pictures

",2018
729,Birdboy: The Forgotten Children,"$38,786",Dec 15,"GKIDS

",2018
730,Let There Be Light,"$7,233,471",Oct 27,"Atlas Distribution Company

",2018
731,No Intenso Agora,"$24,955",Jan 31,"Icarus Films

",2018
732,An Elephant's Journey,"$24,844",Apr 16,"Fathom Events

",2018
733,The Day After,"$24,746",May 11,"The Cinema Guild

",2018
734,Night of 7 Years,"$24,281",Apr 6,"CJ Entertainment

",2018
735,Elliot the Littlest Reindeer2018 Re-release,"$24,262",Nov 30,"Screen Media Films

",2018
736,Death House,"$23,833",Mar 2,"Hannover House

",2018
737,Swimming with Men,"$24,708",Dec 7,"IFC Films

",2018
738,Vazante,"$23,884",Jan 12,"Music Box Films

",2018
739,The Divine Order,"$76,277",Oct 27,"Zeitgeist Films

",2018
740,Letter from Masanjia,"$23,481",Sep 14,"Ammo Content

",2018
741,Take Point,"$112,386",Dec 27,"CJ Entertainment

",2018
742,The Atomic Cafe,"$22,293",Aug 1,"Kino Lorber

",2018
743,The Judge,"$22,257",Apr 13,"Idle Wild Films

",2018
744,Winning Formula,"$22,189",Jul 27,"Indican Pictures

",2018
745,The Workshop,"$22,061",Mar 23,"Strand Releasing

",2018
746,Loving Pablo,"$22,017",Oct 5,"Universal Pictures

",2018
747,The Female Brain,"$21,786",Feb 9,"IFC Films

",2018
748,A Paris Education,"$21,598",Aug 30,"Kino Lorber

",2018
749,Half the Picture,"$21,589",Jun 8,"Gravitas Ventures

",2018
750,Primal Rage: The Legend of Konga,"$21,497",Feb 27,"Fathom Events

",2018
751,Journey to the South Pacific,"$7,653,913",Nov 27,"IMAX

",2018
752,Ganja & Hess,"$21,197",May 30,"Kino Lorber

",2018
753,The Happys,"$21,108",Mar 16,"Indican Pictures

",2018
754,Ava,"$20,940",Apr 27,"Grasshopper Film

",2018
755,Did You Wonder Who Fired the Gun?,"$20,765",Feb 28,"Grasshopper Film

",2018
756,The Tag Along: Devil Fish,"$20,726",Dec 7,"China Lion Film Distribution

",2018
757,Ice Dragon: Legend of the Blue Daisies,"$20,549",Mar 24,"Fathom Events

",2018
758,The Devil and Father Amorth,"$20,449",Apr 20,"The Orchard

",2018
759,Izzy Gets the F*ck Across Town,"$20,208",Jun 22,"Shout! Factory

",2018
760,The Last Resort,"$158,646",Dec 21,"Kino Lorber

",2018
761,Apocalypsis,"$20,052",Mar 2,"Indican Pictures

",2018
762,Eight Hours Don't Make a Day,"$19,987",Mar 16,"Janus Films

",2018
763,"One Sings, the Other Doesn't","$19,919",Jun 1,"Janus Films

",2018
764,Active Measures,"$19,862",Aug 31,-,2018
765,Freak Show,"$19,696",Jan 12,"IFC Films

",2018
766,God's Own Country,"$335,609",Oct 24,"Orion Pictures

",2018
767,To the Arctic 3D,"$14,554,597",Apr 20,"Warner Bros.

",2018
768,Who We Are Now,"$19,128",May 25,"FilmRise

",2018
769,November,"$19,084",Feb 23,"Oscilloscope

",2018
770,Anything,"$19,037",May 11,"Paladin

",2018
771,Crime + Punishment,"$18,644",Aug 24,"IFC Films

",2018
772,Mrs. Hyde,"$18,627",Apr 27,-,2018
773,Maquia: When the Promised Flower Blooms2018 Re-release,"$18,539",Sep 21,"Eleven Arts

",2018
774,Allegiance to Broadway,"$18,527",Dec 4,"Fathom Events

",2018
775,Gabriel and the Mountain,"$18,415",Jun 15,"Strand Releasing

",2018
776,306 Hollywood,"$18,399",Sep 28,"El Tigre

",2018
777,Marlina the Murderer in Four Acts,"$17,788",Jun 22,"Icarus Films

",2018
778,Batman: Mask of the Phantasm2018 Re-release,"$17,813",Nov 12,"Fathom Events

",2018
779,King of Hearts,"$17,646",Feb 23,"Cohen Media Group

",2018
780,The Chronicle of Anna Magdalena Bach,"$17,527",Mar 2,"Grasshopper Film

",2018
781,"A Bread Factory, Part One/A Bread Factory, Part Two","$17,325",Oct 26,"In the Family

",2018
782,Revival,"$17,252",Dec 7,"TriCoast Worldwide

",2018
783,Heading Home: The Tale of Team Israel,"$207,533",Dec 14,"Menemsha Films

",2018
784,Life and Nothing More,"$24,358",Oct 24,"CFI Releasing

",2018
785,Haikara-San: Here Comes Miss Modern,"$16,572",Jun 8,"Eleven Arts

",2018
786,Just One Drop,"$60,078",Sep 22,"GathrFilms

",2018
787,"Intent to Destroy: Death, Denial & Depiction2017 Re-release","$18,340",Dec 4,"GathrFilms

",2018
788,Out on Stage,"$15,623",Jul 24,"Fathom Events

",2018
789,Bob le Flambeur,"$15,586",Jan 5,"Rialto Pictures

",2018
790,When You Read This Letter,"$15,552",Sep 12,"Rialto Pictures

",2018
791,People's Republic of Desire,"$15,241",Nov 30,-,2018
792,Trust Machine: The Story of Blockchain,"$14,905",Oct 26,"SingularDTV

",2018
793,The Lucky Man,"$25,015",Dec 21,"Indican Pictures

",2018
794,The Charmer,"$26,167",Dec 5,"Film Movement

",2018
795,Thelma,"$147,391",Nov 10,"The Orchard

",2018
796,A Prayer Before Dawn,"$14,453",Aug 10,"A24

",2018
797,The Last Movie Star,"$14,410",Mar 30,"A24

",2018
798,Narcissister Organ Player,"$15,334",Nov 7,"Film Movement

",2018
799,Ichi the Killer2017 Re-release,"$20,285",Nov 10,"Well Go USA Entertainment

",2018
800,Detour,"$16,172",Nov 30,"Janus Films

",2018
801,Chasing the Blues,"$14,030",Oct 5,"Ammo Content

",2018
802,The Escape,"$14,018",May 11,"IFC Films

",2018
803,Weed the People,"$13,926",Oct 26,"Abramorama

",2018
804,Here and Now,"$13,892",Nov 9,-,2018
805,Stavisky...,"$13,793",Oct 3,"Rialto Pictures

",2018
806,PGS: Intuition Is Your Personal Guidance System,"$35,423",Jan 16,"GathrFilms

",2018
807,The Boy Downstairs,"$13,638",Feb 16,"FilmRise

",2018
808,Shed Skin Papa,"$13,331",Mar 23,"China Lion Film Distribution

",2018
809,Our Blood is Wine,"$13,210",Mar 9,"Music Box Films

",2018
810,Novitiate,"$580,346",Oct 27,"Sony Pictures Classics

",2018
811,Like Me,"$12,965",Jan 26,"Kino Lorber

",2018
812,How Viktor 'The Garlic' Took Alexey 'The Stud' to the Nursing Home,"$12,954",Mar 23,"Carusel

",2018
813,"Lou Andreas-Salomé, The Audacity to be Free","$12,875",Apr 20,"Cinema Libre Studio

",2018
814,American Socialist: The Life and Times of Eugene Victor Debs,"$12,609",Mar 2,"First Run

",2018
815,My Art,"$12,554",Jan 12,"Film Movement

",2018
816,American Chaos,"$12,368",Sep 14,"Sony Pictures Classics

",2018
817,Head Full of Honey,"$12,350",Nov 30,"Warner Bros.

",2018
818,Let Yourself Go,"$12,189",Mar 2,"Menemsha Films

",2018
819,Quest,"$47,807",Dec 1,"First Run

",2018
820,The Most Unknown,"$12,119",May 18,"Abramorama

",2018
821,Return of the Hero,"$37,108",Aug 30,"Distrib Films

",2018
822,Minding the Gap,"$11,998",Aug 17,"Magnolia Pictures

",2018
823,The Last Race,"$11,947",Nov 16,"Magnolia Pictures

",2018
824,Les Parents Terribles,"$11,818",May 25,"Cohen Media Group

",2018
825,Victoria & Abdul,"$22,245,070",Sep 22,"Focus Features

",2018
826,Summer '03,"$11,746",Sep 28,"Blue Fox Entertainment

",2018
827,Hannah,"$11,700",Mar 9,"Parade Deck Films

",2018
828,Tyrel,"$21,456",Dec 7,"Magnolia Pictures

",2018
829,This is Our Land,"$11,567",Apr 18,"Distrib Films

",2018
830,Souvenir,"$11,411",Mar 2,"Strand Releasing

",2018
831,Rendezvous in July,"$11,321",Aug 1,"Rialto Pictures

",2018
832,The Public Image is Rotten,"$11,293",Sep 14,"Abramorama

",2018
833,Bullitt County,"$11,257",Oct 26,"Mr. Pictures

",2018
834,The Assassin's Code,"$11,218",May 11,"Gravitas Ventures

",2018
835,Wedding Party 2,"$11,140",Feb 14,-,2018
836,The Samuel Project,"$161,565",Sep 28,-,2018
837,Embrace: The Documentary,"$629,126",Sep 19,"GathrFilms

",2018
838,Sicilian Ghost Story,"$15,285",Nov 30,"Strand Releasing

",2018
839,Class Rank,"$10,452",May 11,"Cinedigm Entertainment Group

",2018
840,Mama Africa2018 Re-release,"$10,430",Jan 19,"ArtMattan Productions

",2018
841,The Advocates,"$10,402",Oct 19,"Cinema Libre Studio

",2018
842,Dying to Know: Ram Dass & Timothy Leary,"$16,397",Jan 23,"GathrFilms

",2018
843,Heavy Trip,"$10,153",Oct 5,"Music Box Films

",2018
844,Furious,"$9,996",Apr 20,"Carusel

",2018
845,River Runs Red,"$9,893",Nov 9,"Cinedigm Entertainment Group

",2018
846,Please Stand By,"$9,868",Jan 26,"Magnolia Pictures

",2018
847,The Quest of Alain Ducasse,"$9,627",Jun 8,"Magnolia Pictures

",2018
848,Strangers on the Earth,"$9,518",May 4,"First Run

",2018
849,That Summer,"$34,556",May 18,"IFC Films

",2018
850,The Crime of Monsieur Lange,"$36,438",Nov 17,"Rialto Pictures

",2018
851,El Mar La Mar,"$9,065",Feb 23,"The Cinema Guild

",2018
852,Step Up: High Water,"$9,005",Jan 30,"Fathom Events

",2018
853,Zoo Wars,"$8,998",Apr 27,"Parade Deck Films

",2018
854,Survivors Guide To Prison,"$8,982",Feb 23,"Gravitas Ventures

",2018
855,Blood Feast,"$8,708",Apr 6,"Hannover House

",2018
856,Summer of '67,"$8,941",Jun 29,-,2018
857,Beauty and the Dogs,"$8,915",Mar 23,"Oscilloscope

",2018
858,Un traductor,"$13,509",Oct 19,"Film Movement

",2018
859,The Clovehitch Killer,"$8,208",Nov 16,"IFC Films

",2018
860,Spiral,"$8,190",Jun 22,"Cohen Media Group

",2018
861,Dark River,"$7,714",Jun 29,"FilmRise

",2018
862,Legend of the Mountain,"$7,640",Feb 2,"Kino Lorber

",2018
863,Spettacolo,"$32,494",Sep 8,"Grasshopper Film

",2018
864,The Lodgers,"$7,362",Feb 23,-,2018
865,Shoah: Four Sisters,"$7,323",Nov 14,"Cohen Media Group

",2018
866,Tall: The American Skyscraper and Louis Sullivan,"$7,216",Jan 19,"The Cinema Guild

",2018
867,Painless,"$7,082",Sep 21,"Indican Pictures

",2018
868,Defining Hope,"$15,788",Nov 3,"GathrFilms

",2018
869,In Echo Park,"$7,072",Oct 12,"Indican Pictures

",2018
870,This is Congo,"$7,051",Jun 29,"Abramorama

",2018
871,In the Land of Pomegranates,"$7,014",Jan 5,"First Run

",2018
872,On the Beach at Night Alone,"$37,489",Nov 17,"The Cinema Guild

",2018
873,Duck Butter,"$6,877",Apr 27,"The Orchard

",2018
874,Ex Libris: New York Public Library,"$158,192",Sep 13,"Zipporah Films

",2018
875,Calling All Earthlings,"$6,756",Jun 29,-,2018
876,A Whale of a Tale,"$6,747",Aug 17,"Fine Line Media

",2018
877,An Evening with Beverly Luff Linn,"$6,701",Oct 19,"The Film Arcade

",2018
878,School of Life,"$6,300",Sep 7,"Distrib Films

",2018
879,Of Fathers and Sons,"$12,579",Nov 16,"Kino Lorber

",2018
880,The Quake,"$6,235",Dec 14,"Magnolia Pictures

",2018
881,One Last Thing - Presented by Chicken Soup for the Soul,"$6,232",Jun 13,"Fathom Events

",2018
882,Women Like Us,"$25,859",Sep 7,"GathrFilms

",2018
883,Chavela,"$148,666",Oct 4,"Music Box Films

",2018
884,I Am MLK Jr.,"$5,918",May 3,"GathrFilms

",2018
885,Aida's Secrets,"$98,468",Oct 20,"Music Box Films

",2018
886,Bill Nye: Science Guy,"$74,909",Oct 27,"PBS Distribution

",2018
887,Dolores,"$555,309",Sep 1,"PBS Distribution

",2018
888,Are We Not Cats,"$5,518",Feb 23,-,2018
889,Cuban Food Stories,"$5,434",Aug 10,"First Run

",2018
890,"Distant Voices, Still Lives2018 Re-release","$5,234",Aug 31,"Arrow Films

",2018
891,Postcards from London,"$5,312",Nov 9,"Strand Releasing

",2018
892,In Searching,"$5,210",Nov 9,"Indican Pictures

",2018
893,12 Days,"$5,204",Mar 16,"Distrib Films

",2018
894,Intersection,"$5,116",Jun 15,"Indican Pictures

",2018
895,Notes on an Appearance,"$5,065",Aug 17,"Grasshopper Film

",2018
896,The Texture of Falling,"$5,010",Jun 1,-,2018
897,Social Animals,"$5,007",Jun 1,"Vertical Entertainment

",2018
898,An L.A. Minute,"$5,004",Aug 24,"Strand Releasing

",2018
899,Edward II2018 Re-release,"$4,826",May 4,"Film Movement

",2018
900,Status Update,"$4,764",Mar 30,"Vertical Entertainment

",2018
901,Wonderstruck,"$1,060,377",Oct 20,"Roadside Attractions

",2018
902,The Other Side of Everything,"$4,685",Jul 13,"Icarus Films

",2018
903,The Long Dumb Road,"$4,667",Nov 9,"The Film Arcade

",2018
904,Kangaroo,"$4,547",Jan 19,"Abramorama

",2018
905,Kickboxer: Retaliation,"$4,537",Jan 26,"Well Go USA Entertainment

",2018
906,Never Look Away,"$1,304,042",Nov 30,"Sony Pictures Classics

",2018
907,Weightless,"$4,461",Nov 9,"Great Point Media

",2018
908,The Peacemaker,"$4,400",Feb 9,-,2018
909,Miss Kiet's Children2017 Re-release,"$9,384",Dec 13,"Icarus Films

",2018
910,Stella's Last Weekend,"$4,215",Oct 12,"Paladin

",2018
911,The Party's Just Beginning,"$4,145",Dec 7,"The Orchard

",2018
912,Frank and Ava,"$18,829",Dec 7,"Hannover House

",2018
913,Armed,"$3,948",Sep 14,"GVN Releasing

",2018
914,American Dresser,"$3,895",Sep 21,"Cinedigm Entertainment Group

",2018
915,Nocturama,"$30,157",Aug 11,"Grasshopper Film

",2018
916,Porto,"$15,126",Nov 17,"Kino Lorber

",2018
917,Cocote,"$3,815",Aug 3,"Grasshopper Film

",2018
918,Félicité,"$12,433",Oct 27,"Strand Releasing

",2018
919,Nelly,"$3,751",Sep 7,"Cinema Libre Studio

",2018
920,The Family,"$3,696",Aug 3,"Film Movement

",2018
921,Fourplay,"$3,550",Mar 30,"Parade Deck Films

",2018
922,Brimstone & Glory,"$32,059",Oct 27,"Oscilloscope

",2018
923,The Citizen2018 Re-release,"$3,495",Jul 6,"ArtMattan Productions

",2018
924,Under The Wire,"$3,429",Nov 16,"Abramorama

",2018
925,Followers,"$3,350",Mar 23,"Cinedigm Entertainment Group

",2018
926,Tom of Finland2018 Re-release,"$3,314",Feb 23,"GathrFilms

",2018
927,Song Of Granite,"$16,182",Nov 15,"Oscilloscope

",2018
928,At First Light,"$3,292",Sep 28,"Entertainment One

",2018
929,Game Changers,"$3,142",Jun 29,"Ammo Content

",2018
930,Hot to Trot,"$3,133",Aug 24,"First Run

",2018
931,Over the Limit,"$3,243",Oct 12,"Film Movement

",2018
932,Living Proof,"$9,512",Sep 8,"GathrFilms

",2018
933,The Paris Opera,"$55,482",Oct 18,"Film Movement

",2018
934,Nana,"$2,784",Apr 13,-,2018
935,Straight Into a Storm,"$2,684",Jun 15,"Abramorama

",2018
936,ACORN and the Firestorm,"$2,621",Apr 6,"First Run

",2018
937,Kingsman: The Golden Circle,"$100,229,647",Sep 22,"Twentieth Century Fox

",2018
938,The Pact,"$2,488",Oct 26,"Sony Pictures Releasing

",2018
939,The Second Time Around,"$3,837",Nov 30,"First Run

",2018
940,Charged: The Eduardo Garcia Story,"$15,920",Oct 4,"GathrFilms

",2018
941,The Swan,"$2,367",Aug 10,"Synergetic Distribution

",2018
942,Shadowman,"$13,498",Dec 1,"Film Movement

",2018
943,Forever,"$31,502",Sep 12,"Icarus Films

",2018
944,10x10,"$2,263",Apr 13,"Vertical Entertainment

",2018
945,A Wizard's Tale,"$2,150",Sep 14,"Blue Fox Entertainment

",2018
946,Escapes,"$17,778",Jul 28,"Grasshopper Film

",2018
947,The Cage Fighter,"$3,392",Feb 2,"IFC Films

",2018
948,In Search of Fellini,"$12,772",Sep 15,-,2018
949,Signature Move,"$31,551",Sep 29,"Newcity

",2018
950,Last Men in Aleppo,"$14,637",May 5,"Grasshopper Film

",2018
951,From the East,"$8,540",Apr 17,"Icarus Films

",2018
952,West Of The Jordan River,"$1,926",Jan 26,"Kino Lorber

",2018
953,The Fencer2016 Re-release,"$95,952",Jul 21,"CFI Releasing

",2018
954,Permanent,"$12,847",Dec 15,"Magnolia Pictures

",2018
955,Finding Happiness,"$1,841",Apr 6,"GathrFilms

",2018
956,The Thousand Faces of Dunjia,"$122,865",Dec 15,"Well Go USA Entertainment

",2018
957,The Lost Village,"$1,780",Oct 19,"First Run

",2018
958,An Actor Prepares,"$1,743",Aug 31,"Gravitas Ventures

",2018
959,Tournament,"$4,942",Oct 12,"GathrFilms

",2018
960,That Way Madness Lies...,"$1,447",Dec 14,"First Run

",2018
961,Marrowbone,"$1,377",Apr 13,"Magnolia Pictures

",2018
962,Beauty and the Beholder,"$1,368",Oct 26,"Reel One Entertainment

",2018
963,Columbus,"$1,017,107",Aug 4,-,2018
964,I Still See You,"$1,359",Oct 12,"Lionsgate

",2018
965,"Hare Krishna! The Mantra, the Movement and the Swami Who Started It2017 Re-release","$19,278",Aug 10,"GathrFilms

",2018
966,Guy,"$1,319",Dec 14,"Distrib Films

",2018
967,Altered Perception,"$1,259",May 4,"Cinedigm Entertainment Group

",2018
968,Two Men Went to War2018 Re-release,"$1,227",May 25,"Indican Pictures

",2018
969,Under the Turban,"$1,190",Apr 25,"GathrFilms

",2018
970,Henchmen,"$1,469",Dec 7,"Entertainment One

",2018
971,Bronx Gothic,"$27,151",Jul 14,"Grasshopper Film

",2018
972,Invisible Hands,"$1,034",Nov 23,"First Run

",2018
973,Gangsterdam,$954,Sep 19,"Distrib Films

",2018
974,30 Years of Garbage: The Garbage Pail Kids Story,"$27,739",Aug 11,"Indican Pictures

",2018
975,BOSTON: An American Running Story2017 Re-release,"$19,499",Aug 22,"GathrFilms

",2018
976,Bad Lucky Goat,"$5,088",Oct 13,"Film Movement

",2018
977,The Breadwinner2018 Re-release,$834,Apr 13,"GathrFilms

",2018
978,33 & Beyond: The Royal Art of Freemasonry,"$16,533",Oct 13,"GathrFilms

",2018
979,TVTV: Video Revolutionaries,$812,Oct 19,"First Run

",2018
980,The Ghosts of Johnson Woods,"$3,000",Dec 2,"Driving With Our Eyes Shut

",2018
981,Le joli mai,"$55,038",Sep 13,"Icarus Films

",2018
982,To Die Is Hard,"$5,129",Dec 17,"Driving With Our Eyes Shut

",2018
983,Higher Power,$528,May 11,"Magnolia Pictures

",2018
984,Nostalgia for the Light,"$163,962",Jan 13,"Icarus Films

",2018
985,The Legend of Hallowaiian,$451,Oct 19,-,2018
986,Midget Zombie Takeover,"$11,006",Feb 8,"Driving With Our Eyes Shut

",2018
987,Rat Film,"$35,195",Sep 15,"The Cinema Guild

",2018
988,Around India with a Movie Camera,"$10,389",Nov 30,"Icarus Films

",2018
989,Far from Vietnam,"$8,132",Aug 28,"Icarus Films

",2018
990,Tosca's Kiss,"$18,236",Jun 6,"Icarus Films

",2018
991,A Man Vanishes2012 Re-release,"$6,201",Nov 15,"Icarus Films

",2018
992,Realms,$147,Sep 7,"The Film Arcade

",2018
